,id_EXIST,lang,tweet,number_annotators,annotators,gender_annotators,age_annotators,ethnicities_annotators,study_levels_annotators,countries_annotators,labels_task1,split,labels_list,majority_label,label
173,102423,es,"@YodeverdadPaso Felicidades, eres parte del problema y no representas ningún movimiento que esté a favor de los derechos del ser humano, la misandria también es un problema GRAVE, te debes cuestionar y educar, no es tan difícil",6,"['Annotator_373', 'Annotator_374', 'Annotator_375', 'Annotator_376', 'Annotator_377', 'Annotator_378']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Master’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Mexico', 'Spain', 'Mexico', 'Spain']","['YES', 'YES', 'YES', 'NO', 'YES', 'NO']",TRAIN_ES,"['YES', 'YES', 'YES', 'NO', 'YES', 'NO']",YES,1
174,100135,es,@rufinelix's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,6,"['Annotator_31', 'Annotator_32', 'Annotator_33', 'Annotator_34', 'Annotator_35', 'Annotator_36']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'United Kingdom', 'Spain', 'Chile', 'Mexico']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",NO,0
175,102635,es,Tu mujer rebelde y locata contigo puede que se vaya pero te avisa y no te traiciona https://t.co/xTSKddKqp6,6,"['Annotator_73', 'Annotator_74', 'Annotator_75', 'Annotator_76', 'Annotator_77', 'Annotator_78']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Mexico', 'Mexico', 'Spain', 'Portugal', 'Mexico']","['NO', 'NO', 'YES', 'NO', 'YES', 'NO']",TRAIN_ES,"['NO', 'NO', 'YES', 'NO', 'YES', 'NO']",NO,0
176,102250,es,Viene 1 técnico d la nevera y mi madre haciendole mansplaining dudando total esq m meo,6,"['Annotator_247', 'Annotator_248', 'Annotator_249', 'Annotator_250', 'Annotator_251', 'Annotator_252']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Doctorate', 'Master’s degree', 'Master’s degree', 'Bachelor’s degree']","['United States', 'Mexico', 'United States', 'Chile', 'Portugal', 'Portugal']","['NO', 'YES', 'YES', 'NO', 'YES', 'YES']",TRAIN_ES,"['NO', 'YES', 'YES', 'NO', 'YES', 'YES']",YES,1
177,101671,es,"monita @ValdebenitoNata escuché tu saludo en la mañana y me emocioné!!! igual que cuando le dedicaste una canción de mamita y mi mami. Estoy en la capital, ahora soy vecina de San Miguel, así que feliz si nos encontramos y brindamos por la vida, el feminismo y les perrites 💜 https://t.co/MuTxTFQfWG",6,"['Annotator_121', 'Annotator_122', 'Annotator_123', 'Annotator_124', 'Annotator_125', 'Annotator_126']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino']","['High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Mexico', 'Spain', 'Poland', 'Mexico', 'Mexico', 'Mexico']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",NO,0
178,102667,es,"@marcelamvz Mi mujer me sorprendioviendo esta foto ,y me disfrazo de una ,me puso un gran antifaz me tatuó los ojos de dos certeros derechazosNo hay derecho,si,no derechazosJodida la cosa !",6,"['Annotator_301', 'Annotator_302', 'Annotator_303', 'Annotator_304', 'Annotator_305', 'Annotator_306']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree']","['Spain', 'Chile', 'Chile', 'Portugal', 'Italy', 'Portugal']","['NO', 'YES', 'NO', 'NO', 'YES', 'YES']",TRAIN_ES,"['NO', 'YES', 'NO', 'NO', 'YES', 'YES']",YES,1
179,100502,es,@elpaisuy Vos y el Pepe son los mas mugrientos de la política Uruguaya y eso nunca los avergonzó. Que venga ese kioskito Chino nomás… (vos porque sabés que el hijo del kioskero no come caramelos y no vas a tener nada pa repartir…),6,"['Annotator_163', 'Annotator_164', 'Annotator_165', 'Annotator_166', 'Annotator_167', 'Annotator_168']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Mexico', 'Canada', 'Portugal', 'Portugal']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",NO,0
180,102258,es,@TuVenenito Ahora entiendo…claro ejemplo de “mansplaining” 🤷🏻‍♂️,6,"['Annotator_313', 'Annotator_314', 'Annotator_315', 'Annotator_316', 'Annotator_317', 'Annotator_318']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Doctorate', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Italy', 'Spain', 'United Kingdom', 'Spain', 'Portugal', 'Mexico']","['NO', 'YES', 'NO', 'NO', 'YES', 'YES']",TRAIN_ES,"['NO', 'YES', 'NO', 'NO', 'YES', 'YES']",NO,0
181,100367,es,"@kenmayonesa @rindin_twt No, ella no es cub, pasa que en ese copy dice, “lo buscas en Google” y cuando buscas Woojin en Google, sale todo eso de el acoso y los rumores. Sé que no es malintencionado, pero un poco más de cuidado. ❤️ https://t.co/GnOh0tR48m",6,"['Annotator_319', 'Annotator_320', 'Annotator_321', 'Annotator_322', 'Annotator_323', 'Annotator_324']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Less than high school diploma', 'High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Spain', 'Spain', 'Spain', 'Mexico']","['NO', 'YES', 'NO', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'YES', 'NO', 'NO', 'NO', 'NO']",NO,0
182,101619,es,Le entiendo mas a los memes en portugues que a la documentación fea de Oracle.,6,"['Annotator_241', 'Annotator_242', 'Annotator_243', 'Annotator_244', 'Annotator_245', 'Annotator_246']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Asian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Italy', 'Spain', 'Portugal', 'United States', 'United Kingdom', 'Mexico']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",NO,0
183,101974,es,"@JuanFriedl @AdrianaMarre @Seven_Wonders_7 @ardeleo Quien más cuestiona los méritos de una mujer, es otra mujer... entre 2 candidatos de distinto género, la mayoría de las mujeres eligen al varón: Martínez-Cosse... no tengo ni datos,ni estadísticas, sólo observación y años vividos...",6,"['Annotator_133', 'Annotator_134', 'Annotator_135', 'Annotator_136', 'Annotator_137', 'Annotator_138']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Italy', 'Mexico', 'Mexico', 'Mexico', 'Chile', 'Chile']","['YES', 'YES', 'YES', 'YES', 'YES', 'YES']",TRAIN_ES,"['YES', 'YES', 'YES', 'YES', 'YES', 'YES']",YES,1
184,101872,es,@CcarlosBravo @VLADIMIR_CERRON Su ideario de segunda vuelta es el mismo insulto con palabras mas bonitas...,6,"['Annotator_301', 'Annotator_302', 'Annotator_303', 'Annotator_304', 'Annotator_305', 'Annotator_306']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree']","['Spain', 'Chile', 'Chile', 'Portugal', 'Italy', 'Portugal']","['NO', 'NO', 'NO', 'NO', 'YES', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'NO', 'YES', 'NO']",NO,0
185,102982,es,"Fear Street: Part 3 - 1666 (2021), inicio y final de la trilogía, se cierra el ciclo de terror, miedo y prejuicio ante el termino de ""diferente"", la constante es una buena música, recomendable 8.5/10. https://t.co/9mYBVLNqo2",6,"['Annotator_331', 'Annotator_332', 'Annotator_333', 'Annotator_334', 'Annotator_335', 'Annotator_336']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Portugal', 'Portugal', 'Mexico', 'Spain', 'Portugal', 'Mexico']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",NO,0
186,100415,es,Cómo que ya se antoja caer otra vez en la fantasía del amor romántico.,6,"['Annotator_307', 'Annotator_308', 'Annotator_309', 'Annotator_310', 'Annotator_311', 'Annotator_312']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Less than high school diploma']","['Spain', 'Mexico', 'Portugal', 'Portugal', 'Portugal', 'Chile']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",NO,0
187,100197,es,"#CanYamanMania informa... #WomensDay está cerca, preparadas?#CanYaman  𝑴𝓪𝓷𝓲𝓪 ♥️ https://t.co/RxBBicrkVT",6,"['Annotator_115', 'Annotator_116', 'Annotator_117', 'Annotator_118', 'Annotator_119', 'Annotator_120']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Poland', 'Mexico', 'Chile', 'Italy', 'United Kingdom', 'Spain']","['NO', 'NO', 'YES', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'YES', 'NO', 'NO', 'NO']",NO,0
188,103482,es,@EmbajadaRusaES @LaVanguardia @CentroRusoSpain @mae_rusia @culturagob Ahorraos el victimismo...,6,"['Annotator_331', 'Annotator_332', 'Annotator_333', 'Annotator_334', 'Annotator_335', 'Annotator_336']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Portugal', 'Portugal', 'Mexico', 'Spain', 'Portugal', 'Mexico']","['NO', 'YES', 'YES', 'NO', 'YES', 'NO']",TRAIN_ES,"['NO', 'YES', 'YES', 'NO', 'YES', 'NO']",NO,0
189,100052,es,"@xaviermartinezg Quin descontrol! Desde lo de lamanada, es un no parar de violencia",6,"['Annotator_49', 'Annotator_50', 'Annotator_51', 'Annotator_52', 'Annotator_53', 'Annotator_54']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Mexico', 'Mexico', 'Chile', 'Mexico', 'Portugal', 'Spain']","['NO', 'NO', 'NO', 'YES', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'YES', 'NO', 'NO']",NO,0
190,101879,es,"El Centro Fidel Castro Ruz cuenta con 11 salas expositivas de diferentes temáticas relacionadas con el ideario y actuar del Comandante en Jefe de #Cuba, así como con una biblioteca y una librería. #PeriodicoGiron #Matanzas https://t.co/uCigPyUXQk",6,"['Annotator_277', 'Annotator_278', 'Annotator_279', 'Annotator_280', 'Annotator_281', 'Annotator_282']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['Bachelor’s degree', 'Master’s degree', 'Master’s degree', 'High school degree or equivalent', 'Master’s degree', 'High school degree or equivalent']","['Portugal', 'Portugal', 'Venezuela', 'Portugal', 'Portugal', 'Portugal']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",NO,0
191,102532,es,"¨No soy una mujer dócil. Soy salvaje, rebelde, autónoma. Soy una oscuridad que devora y nutre... Y solo aquellos que entienden pueden verdaderamente experimentarme. ¨",6,"['Annotator_73', 'Annotator_74', 'Annotator_75', 'Annotator_76', 'Annotator_77', 'Annotator_78']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Mexico', 'Mexico', 'Spain', 'Portugal', 'Mexico']","['NO', 'NO', 'YES', 'YES', 'NO', 'YES']",TRAIN_ES,"['NO', 'NO', 'YES', 'YES', 'NO', 'YES']",NO,0
192,101838,es,"@TheTransSystem ""Traidora a la corona Terfiana"" es mi nuevo género.",6,"['Annotator_295', 'Annotator_296', 'Annotator_297', 'Annotator_298', 'Annotator_299', 'Annotator_300']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Portugal', 'Spain', 'Portugal', 'Italy', 'Mexico']","['NO', 'YES', 'NO', 'YES', 'NO', 'NO']",TRAIN_ES,"['NO', 'YES', 'NO', 'YES', 'NO', 'NO']",NO,0
193,100777,es,YouTube oculta la cifra de 'No me gusta' en sus vídeos para silenciar a los acosadores https://t.co/hPEy38TLx5,6,"['Annotator_133', 'Annotator_134', 'Annotator_135', 'Annotator_136', 'Annotator_137', 'Annotator_138']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino']","['Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Italy', 'Mexico', 'Mexico', 'Mexico', 'Chile', 'Chile']","['NO', 'NO', 'YES', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'YES', 'NO', 'NO', 'NO']",NO,0
194,102802,es,"olvídenlo, ando muy triste como para ser chica responsable 😔",6,"['Annotator_145', 'Annotator_146', 'Annotator_147', 'Annotator_148', 'Annotator_149', 'Annotator_150']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['other', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Middle Eastern', 'White or Caucasian']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Mexico', 'Spain', 'Spain', 'Spain', 'Portugal']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",NO,0
195,103308,es,"13. The sex lives of college girls.Simplemente divertida, cada una de las actrices asume un rol genuino generando bastante empatía, destacando a Pauline Chalamet como una actriz llena de carisma, la sororidad entre ellas no se hace esperar. https://t.co/OdngljCpMH",6,"['Annotator_379', 'Annotator_380', 'Annotator_381', 'Annotator_382', 'Annotator_383', 'Annotator_384']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent', 'Master’s degree', 'Master’s degree']","['Portugal', 'Portugal', 'Spain', 'Spain', 'Poland', 'Portugal']","['NO', 'YES', 'NO', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'YES', 'NO', 'NO', 'NO', 'NO']",NO,0
196,103241,es,"@Mujer_Mamerta Cuidado con este perfil, lean esto:https://t.co/WbH6DqkhcR",6,"['Annotator_301', 'Annotator_302', 'Annotator_303', 'Annotator_304', 'Annotator_305', 'Annotator_306']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree']","['Spain', 'Chile', 'Chile', 'Portugal', 'Italy', 'Portugal']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",NO,0
197,101174,es,@ViticultorMan Hay gente discapacitada que prefiere el término discapacidad y vente con diversidad funcional que prefiere ese. El único que de está hasta dónde se 100% de acuerdo es de minusvalía,6,"['Annotator_265', 'Annotator_266', 'Annotator_267', 'Annotator_268', 'Annotator_269', 'Annotator_270']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Spain', 'Spain', 'Mexico', 'Italy', 'Spain', 'Portugal']","['NO', 'NO', 'NO', 'YES', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'YES', 'NO', 'NO']",NO,0
198,103363,es,"Bueno, al menos se estaría rompiendo un techo de cristal ✨🫂 https://t.co/X5KV2UFRVn",6,"['Annotator_289', 'Annotator_290', 'Annotator_291', 'Annotator_292', 'Annotator_293', 'Annotator_294']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'Master’s degree', 'Less than high school diploma', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Portugal', 'Portugal', 'Portugal', 'Spain', 'Spain', 'Mexico']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",NO,0
199,101095,es,No votes una ley que viola nuestros derechos humanos y la libre competencia #ReformaSinLuz #NoALaReformaEléctrica @pri_nacional @GPPRIDiputados @AlitomorenoC @El_Universal_Mx @lupillo_fletes @rigofuentes @PabloGamboa_MX @franciscozea @elnorte https://t.co/9SmKm3aDHJ,6,"['Annotator_121', 'Annotator_122', 'Annotator_123', 'Annotator_124', 'Annotator_125', 'Annotator_126']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino']","['High school degree or equivalent', 'High school degree or equivalent', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'High school degree or equivalent']","['Mexico', 'Spain', 'Poland', 'Mexico', 'Mexico', 'Mexico']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",NO,0
200,102119,es,Las mujeres no deberían pasar frío  y mucho menos TÚ mami 🥺😫 !!,6,"['Annotator_73', 'Annotator_74', 'Annotator_75', 'Annotator_76', 'Annotator_77', 'Annotator_78']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['White or Caucasian', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Portugal', 'Mexico', 'Mexico', 'Spain', 'Portugal', 'Mexico']","['NO', 'NO', 'YES', 'YES', 'YES', 'NO']",TRAIN_ES,"['NO', 'NO', 'YES', 'YES', 'YES', 'NO']",NO,0
201,100184,es,"Diseño de #branding para Le Femme Madrid, #festival benéfico por el día de la mujer. Todo lo recaudado se donará a https://t.co/ujAJ1kakQX Toda la info en https://t.co/uUuyhVCx3Z y https://t.co/HiuE6vEHvd #conciertos #Madrid #festivales #diseñográfico #posterdesign #womensday https://t.co/PHkVAcuGxM",6,"['Annotator_55', 'Annotator_56', 'Annotator_57', 'Annotator_58', 'Annotator_59', 'Annotator_60']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian']","['High school degree or equivalent', 'Master’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree', 'Bachelor’s degree']","['Mexico', 'Spain', 'United States', 'Spain', 'Belgium', 'France']","['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",TRAIN_ES,"['NO', 'NO', 'NO', 'NO', 'NO', 'NO']",NO,0
202,101955,es,"Los españoles consideran que la igualdad entre hombres y mujeres debe ser el valor que defienda prioritariamente el Parlamento Europeo, por encima de la democracia o la libertad de expresiónhttps://t.co/uYRfwhTIYc",6,"['Annotator_13', 'Annotator_14', 'Annotator_15', 'Annotator_16', 'Annotator_17', 'Annotator_18']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'Hispano or Latino', 'White or Caucasian', 'Hispano or Latino', 'Hispano or Latino', 'Hispano or Latino']","['High school degree or equivalent', 'Bachelor’s degree', 'High school degree or equivalent', 'Bachelor’s degree', 'Master’s degree', 'High school degree or equivalent']","['Mexico', 'Chile', 'Spain', 'Spain', 'Portugal', 'Spain']","['NO', 'NO', 'YES', 'NO', 'NO', 'YES']",TRAIN_ES,"['NO', 'NO', 'YES', 'NO', 'NO', 'YES']",NO,0
203,101570,es,No se de que sorprenden si el presi es el falso aliado chicas... ustedes que lo querían tanto. Es e ml machista mas grande que hay,6,"['Annotator_151', 'Annotator_152', 'Annotator_153', 'Annotator_154', 'Annotator_155', 'Annotator_156']","['F', 'F', 'F', 'M', 'M', 'M']","['18-22', '23-45', '46+', '46+', '23-45', '18-22']","['Hispano or Latino', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'White or Caucasian', 'Hispano or Latino']","['High school degree or equivalent', 'Master’s degree', 'Master’s degree', 'Doctorate', 'High school degree or equivalent', 'High school degree or equivalent']","['United States', 'Portugal', 'Spain', 'Spain', 'Spain', 'Chile']","['YES', 'YES', 'YES', 'YES', 'YES', 'NO']",TRAIN_ES,"['YES', 'YES', 'YES', 'YES', 'YES', 'NO']",YES,1
